t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
0.000000	11.922721	11.922721	8	9	9	265
0.078211	3.370675	3.448886	7	6	5	119
0.579898	2.572841	3.152739	0	2	3	209
0.799356	8.014337	8.813693	8	0	4	13
0.951513	12.710709	13.662222	10	8	3	249
0.979784	5.500975	6.480759	2	4	2	78
1.008050	39.509821	40.517871	5	4	2	141
1.018023	11.546423	12.564446	7	8	3	83
1.353228	6.557202	7.910430	10	4	5	218
1.506408	4.977737	6.484145	3	8	4	141
1.711617	4.203423	5.915039	10	8	6	172
1.715083	13.058199	14.773282	9	8	5	264
2.299010	5.772722	8.071731	3	4	1	40
2.596748	0.615328	3.212076	6	10	1	58
2.636529	5.075714	7.712243	11	1	7	327
2.669976	13.393932	16.063908	5	9	5	342
2.703744	2.014943	4.718687	11	10	7	389
2.764203	1.929196	4.693399	10	0	4	292
2.888191	7.583288	10.471480	11	4	8	119
2.982447	7.589186	10.571634	9	7	9	363
3.039818	10.062181	13.101998	7	10	3	62
3.197546	18.933391	22.130937	7	5	1	132
3.222585	12.890055	16.112640	5	9	4	299
3.280171	9.442364	12.722535	4	10	7	307
3.356217	12.817303	16.173521	0	5	7	67
3.457707	3.900233	7.357940	0	5	8	283
3.714029	4.490858	8.204887	6	3	7	258
3.751152	2.591118	6.342270	10	4	8	310
3.871490	3.477351	7.348841	7	0	9	330
4.021074	9.968939	13.990014	6	8	1	92
4.029002	0.966265	4.995266	4	3	1	202
4.184890	5.686334	9.871224	0	9	7	49
4.216051	5.636337	9.852387	7	5	10	255
4.227261	6.805965	11.033226	9	5	4	187
4.722876	5.548303	10.271179	5	0	10	8
5.284648	3.743462	9.028110	1	0	7	81
5.560036	5.557381	11.117417	4	1	6	139
5.620584	22.385701	28.006285	8	0	8	159
5.637714	28.852651	34.490365	11	1	2	165
5.829839	6.968273	12.798112	5	10	4	92
5.926521	9.780410	15.706931	9	5	8	15
5.948213	1.228666	7.176879	11	3	7	132
6.062137	3.816785	9.878922	1	10	4	20
6.067970	5.358464	11.426434	10	7	10	154
6.468040	20.122253	26.590293	5	11	10	286
6.517950	2.882894	9.400844	9	10	4	200
6.698992	6.597787	13.296779	4	8	2	94
6.761250	42.377383	49.138633	2	10	10	288
6.883602	7.328971	14.212573	10	4	7	55
7.015472	9.490581	16.506053	5	7	10	266
7.049537	1.285480	8.335017	6	5	8	386
7.631672	17.506605	25.138277	3	5	8	9
7.880379	9.239705	17.120084	8	6	4	356
8.347895	7.876073	16.223968	7	10	1	289
8.723254	4.197119	12.920372	9	6	9	145
8.875096	3.625792	12.500888	1	10	9	329
9.300002	5.396062	14.696064	11	7	4	61
9.315445	11.435075	20.750519	3	11	9	161
9.351800	20.831030	30.182830	0	4	10	189
9.359514	7.142122	16.501636	8	11	10	278
9.425103	11.065853	20.490956	2	11	6	91
9.507124	8.817361	18.324485	6	1	4	4
9.559885	9.805720	19.365604	8	9	9	331
9.853977	11.229738	21.083715	6	3	10	80
9.927515	18.473299	28.400815	9	10	6	350
9.982482	0.868605	10.851087	0	11	1	331
10.112884	14.425805	24.538688	0	10	1	361
10.138200	2.792727	12.930927	5	11	10	387
10.408281	2.159482	12.567763	11	3	7	198
10.421193	8.497003	18.918196	3	4	7	363
11.143551	1.006080	12.149631	5	8	7	157
11.390132	21.656692	33.046823	6	8	5	116
11.427055	9.868446	21.295501	5	8	10	318
11.427978	12.852420	24.280398	11	6	6	232
11.709627	0.162607	11.872234	4	6	4	27
11.914143	9.024664	20.938807	1	7	7	285
12.131754	8.137007	20.268761	2	6	1	116
12.377623	1.731156	14.108779	10	8	1	381
12.390444	1.661378	14.051823	8	6	8	172
12.464426	11.891812	24.356238	5	7	1	330
12.484951	3.838500	16.323452	11	6	3	11
12.816373	11.775591	24.591964	7	0	9	103
12.979090	8.082960	21.062050	1	9	1	92
13.046060	4.925774	17.971834	0	8	9	263
13.057004	25.920353	38.977357	4	10	3	397
13.119086	18.430738	31.549824	7	0	1	370
13.184638	4.422290	17.606929	3	1	6	36
13.402617	0.445701	13.848319	1	6	1	324
13.571766	3.635098	17.206863	10	9	1	193
13.935474	5.078063	19.013538	7	10	1	313
14.041985	12.206404	26.248389	2	7	10	7
14.063214	53.727138	67.790352	7	8	1	358
14.271402	4.399244	18.670645	3	10	9	141
14.509801	14.377890	28.887691	10	0	9	203
14.647115	8.993769	23.640884	8	2	4	29
14.892763	11.766878	26.659641	5	1	9	129
15.006233	1.638462	16.644695	1	5	7	339
15.129512	5.089545	20.219058	5	0	1	333
15.222481	2.755637	17.978118	8	3	1	372
15.226773	4.207656	19.434429	9	0	5	219
15.245801	7.197543	22.443344	4	7	1	220
15.251123	10.984859	26.235982	0	5	1	220
15.419745	1.119471	16.539216	5	11	9	20
15.482644	1.402913	16.885557	9	5	5	197
15.601050	3.885794	19.486844	7	11	10	75
15.997928	10.834213	26.832140	4	8	8	168
16.045718	18.740953	34.786670	3	8	9	202
16.133765	8.057726	24.191490	8	5	7	303
16.368556	19.272527	35.641083	9	1	4	209
16.411857	4.858693	21.270550	3	8	3	346
16.425208	3.809499	20.234707	2	10	10	317
16.482231	4.373656	20.855887	7	11	10	322
16.511532	1.876338	18.387871	0	7	10	2
16.954024	17.667506	34.621530	5	7	9	257
17.229172	4.135036	21.364208	1	8	9	356
17.396421	8.037884	25.434305	7	3	1	123
17.738341	8.640576	26.378917	9	8	6	73
18.009669	7.371682	25.381351	0	11	5	131
18.044085	0.026917	18.071002	5	3	2	228
18.415887	44.520560	62.936447	4	9	5	279
18.545071	23.574804	42.119875	5	3	9	345
18.819629	2.327342	21.146971	6	8	6	180
19.197002	3.460027	22.657029	9	10	5	330
19.260791	7.339903	26.600694	3	9	8	266
19.280223	23.218838	42.499061	5	10	4	61
19.323337	41.123589	60.446927	1	0	5	133
19.416180	2.977891	22.394071	6	10	2	127
19.700152	8.309369	28.009521	9	4	9	294
20.028709	16.449028	36.477738	0	8	2	247
20.029872	5.014861	25.044733	4	1	3	186
20.149018	13.133154	33.282173	5	10	10	201
20.239064	1.756268	21.995332	7	1	2	41
20.280925	9.180387	29.461312	11	7	1	385
20.302205	20.089045	40.391250	2	1	6	44
20.370856	41.057054	61.427910	0	3	4	349
20.848043	0.826925	21.674968	8	0	3	116
20.913107	5.592236	26.505343	8	11	9	216
21.035016	2.288383	23.323399	6	4	1	151
21.237364	5.989949	27.227313	1	7	1	305
21.312693	7.935502	29.248195	0	2	6	96
21.907326	0.979731	22.887057	4	1	8	247
22.454328	3.522004	25.976331	1	5	10	273
